date,MA1,MA2,Current Price,Buy/Sell,Shares,PnL,Cash,Value
2014-03-25,186.31,186.31,186.31,--,--,0.00,100000.00,100000.00
2014-03-26,184.97,184.97,184.97,--,--,0.00,100000.00,100000.00
2014-03-27,184.58,184.58,184.58,--,--,0.00,100000.00,100000.00
2014-03-28,185.49,185.49,185.49,--,--,0.00,100000.00,100000.00
2014-03-31,187.01,187.01,187.01,--,--,0.00,100000.00,100000.00
2014-04-01,188.25,188.25,188.25,--,--,0.00,100000.00,100000.00
2014-04-02,188.88,188.88,188.88,--,--,0.00,100000.00,100000.00
2014-04-03,188.63,188.63,188.63,--,--,0.00,100000.00,100000.00
2014-04-04,186.40,186.40,186.40,--,--,0.00,100000.00,100000.00
2014-04-07,184.34,184.34,184.34,--,--,0.00,100000.00,100000.00
2014-04-08,185.10,185.10,185.10,--,--,0.00,100000.00,100000.00
2014-04-09,187.09,187.09,187.09,--,--,0.00,100000.00,100000.00
2014-04-10,183.16,183.16,183.16,--,--,0.00,100000.00,100000.00
2014-04-11,181.51,181.51,181.51,--,--,0.00,100000.00,100000.00
2014-04-14,182.94,182.94,182.94,--,--,0.00,100000.00,100000.00
2014-04-15,184.20,184.20,184.20,--,--,0.00,100000.00,100000.00
2014-04-16,186.13,186.13,186.13,--,--,0.00,100000.00,100000.00
2014-04-17,186.39,186.39,186.39,--,--,0.00,100000.00,100000.00
2014-04-21,187.04,187.04,187.04,--,--,0.00,100000.00,100000.00
2014-04-22,187.89,187.89,187.89,--,--,0.00,100000.00,100000.00
2014-04-23,187.45,187.45,187.45,--,--,0.00,100000.00,100000.00
2014-04-24,187.83,187.83,187.83,--,--,0.00,100000.00,100000.00
2014-04-25,186.29,186.29,186.29,--,--,0.00,100000.00,100000.00
2014-04-28,186.88,186.88,186.88,--,--,0.00,100000.00,100000.00
2014-04-29,187.75,187.75,187.75,--,--,0.00,100000.00,100000.00
2014-04-30,188.31,188.31,188.31,--,--,0.00,100000.00,100000.00
2014-05-01,188.33,188.33,188.33,--,--,0.00,100000.00,100000.00
2014-05-02,188.06,188.06,188.06,--,--,0.00,100000.00,100000.00
2014-05-05,188.42,188.42,188.42,--,--,0.00,100000.00,100000.00
2014-05-06,186.78,186.78,186.78,--,--,0.00,100000.00,100000.00
2014-05-07,187.88,187.88,187.88,--,--,0.00,100000.00,100000.00
2014-05-08,187.68,187.68,187.68,--,--,0.00,100000.00,100000.00
2014-05-09,187.96,187.96,187.96,--,--,0.00,100000.00,100000.00
2014-05-12,189.79,189.79,189.79,--,--,0.00,100000.00,100000.00
2014-05-13,189.96,189.96,189.96,--,--,0.00,100000.00,100000.00
2014-05-14,189.06,189.06,189.06,--,--,0.00,100000.00,100000.00
2014-05-15,187.40,187.40,187.40,--,--,0.00,100000.00,100000.00
2014-05-16,188.05,188.05,188.05,--,--,0.00,100000.00,100000.00
2014-05-19,188.74,188.74,188.74,--,--,0.00,100000.00,100000.00
2014-05-20,187.55,187.55,187.55,--,--,0.00,100000.00,100000.00
2014-05-21,189.13,189.13,189.13,--,--,0.00,100000.00,100000.00
2014-05-22,189.59,189.59,189.59,--,--,0.00,100000.00,100000.00
2014-05-23,190.35,190.35,190.35,--,--,0.00,100000.00,100000.00
2014-05-27,191.52,191.52,191.52,--,--,0.00,100000.00,100000.00
2014-05-28,191.38,191.38,191.38,--,--,0.00,100000.00,100000.00
2014-05-29,192.37,192.37,192.37,--,--,0.00,100000.00,100000.00
2014-05-30,192.68,192.68,192.68,--,--,0.00,100000.00,100000.00
2014-06-02,192.90,192.90,192.90,--,--,0.00,100000.00,100000.00
2014-06-03,192.80,192.80,192.80,--,--,0.00,100000.00,100000.00
2014-06-04,193.19,193.19,193.19,--,--,0.00,100000.00,100000.00
2014-06-05,194.45,194.45,194.45,--,--,0.00,100000.00,100000.00
2014-06-06,195.38,195.38,195.38,--,--,0.00,100000.00,100000.00
2014-06-09,195.58,195.58,195.58,--,--,0.00,100000.00,100000.00
2014-06-10,195.60,195.60,195.60,--,--,0.00,100000.00,100000.00
2014-06-11,194.92,194.92,194.92,--,--,0.00,100000.00,100000.00
2014-06-12,193.54,193.54,193.54,--,--,0.00,100000.00,100000.00
2014-06-13,194.13,194.13,194.13,--,--,0.00,100000.00,100000.00
2014-06-16,194.29,194.29,194.29,--,--,0.00,100000.00,100000.00
2014-06-17,194.83,194.83,194.83,--,--,0.00,100000.00,100000.00
2014-06-18,196.26,196.26,196.26,--,--,0.00,100000.00,100000.00
2014-06-19,196.48,196.48,196.48,--,--,0.00,100000.00,100000.00
2014-06-20,195.94,195.94,195.94,--,--,0.00,100000.00,100000.00
2014-06-23,195.88,195.88,195.88,--,--,0.00,100000.00,100000.00
2014-06-24,194.70,194.70,194.70,--,--,0.00,100000.00,100000.00
2014-06-25,195.58,195.58,195.58,--,--,0.00,100000.00,100000.00
2014-06-26,195.44,195.44,195.44,--,--,0.00,100000.00,100000.00
2014-06-27,195.82,195.82,195.82,--,--,0.00,100000.00,100000.00
2014-06-30,195.72,195.72,195.72,--,--,0.00,100000.00,100000.00
2014-07-01,197.03,197.03,197.03,--,--,0.00,100000.00,100000.00
2014-07-02,197.23,197.23,197.23,--,--,0.00,100000.00,100000.00
2014-07-03,198.20,198.20,198.20,--,--,0.00,100000.00,100000.00
2014-07-07,197.51,197.51,197.51,--,--,0.00,100000.00,100000.00
2014-07-08,196.24,196.24,196.24,--,--,0.00,100000.00,100000.00
2014-07-09,197.12,197.12,197.12,--,--,0.00,100000.00,100000.00
2014-07-10,196.34,196.34,196.34,--,--,0.00,100000.00,100000.00
2014-07-11,196.61,196.61,196.61,--,--,0.00,100000.00,100000.00
2014-07-14,197.60,197.60,197.60,--,--,0.00,100000.00,100000.00
2014-07-15,197.23,197.23,197.23,--,--,0.00,100000.00,100000.00
2014-07-16,197.96,197.96,197.96,--,--,0.00,100000.00,100000.00
2014-07-17,195.71,195.71,195.71,--,--,0.00,100000.00,100000.00
2014-07-18,197.71,197.71,197.71,--,--,0.00,100000.00,100000.00
2014-07-21,197.34,197.34,197.34,--,--,0.00,100000.00,100000.00
2014-07-22,198.20,198.20,198.20,--,--,0.00,100000.00,100000.00
2014-07-23,198.64,198.64,198.64,--,--,0.00,100000.00,100000.00
2014-07-24,198.65,198.65,198.65,--,--,0.00,100000.00,100000.00
2014-07-25,197.72,197.72,197.72,--,--,0.00,100000.00,100000.00
2014-07-28,197.80,197.80,197.80,--,--,0.00,100000.00,100000.00
2014-07-29,196.95,196.95,196.95,--,--,0.00,100000.00,100000.00
2014-07-30,196.98,196.98,196.98,--,--,0.00,100000.00,100000.00
2014-07-31,193.09,193.09,193.09,--,--,0.00,100000.00,100000.00
2014-08-01,192.50,192.50,192.50,--,--,0.00,100000.00,100000.00
2014-08-04,193.89,193.89,193.89,--,--,0.00,100000.00,100000.00
2014-08-05,192.01,192.01,192.01,--,--,0.00,100000.00,100000.00
2014-08-06,192.07,192.07,192.07,--,--,0.00,100000.00,100000.00
2014-08-07,191.03,191.03,191.03,--,--,0.00,100000.00,100000.00
2014-08-08,193.24,193.24,193.24,--,--,0.00,100000.00,100000.00
2014-08-11,193.80,193.80,193.80,--,--,0.00,100000.00,100000.00
2014-08-12,193.53,193.53,193.53,--,--,0.00,100000.00,100000.00
2014-08-13,194.84,194.84,194.84,--,--,0.00,100000.00,100000.00
2014-08-14,195.76,195.76,195.76,--,--,0.00,100000.00,100000.00
2014-08-15,195.72,195.72,195.72,--,--,0.00,100000.00,100000.00
2014-08-18,197.36,197.36,197.36,--,--,0.00,100000.00,100000.00
2014-08-19,198.39,198.39,198.39,--,--,0.00,100000.00,100000.00
2014-08-20,198.92,198.92,198.92,--,--,0.00,100000.00,100000.00
2014-08-21,199.50,199.50,199.50,--,--,0.00,100000.00,100000.00
2014-08-22,199.19,199.19,199.19,--,--,0.00,100000.00,100000.00
2014-08-25,200.20,200.20,200.20,--,--,0.00,100000.00,100000.00
2014-08-26,200.33,200.33,200.33,--,--,0.00,100000.00,100000.00
2014-08-27,200.25,200.25,200.25,--,--,0.00,100000.00,100000.00
2014-08-28,200.14,200.14,200.14,--,--,0.00,100000.00,100000.00
2014-08-29,200.71,200.71,200.71,--,--,0.00,100000.00,100000.00
2014-09-02,200.61,200.61,200.61,--,--,0.00,100000.00,100000.00
2014-09-03,200.50,200.50,200.50,--,--,0.00,100000.00,100000.00
2014-09-04,200.21,200.21,200.21,--,--,0.00,100000.00,100000.00
2014-09-05,201.11,201.11,201.11,--,--,0.00,100000.00,100000.00
2014-09-08,200.59,200.59,200.59,--,--,0.00,100000.00,100000.00
2014-09-09,199.32,199.32,199.32,--,--,0.00,100000.00,100000.00
2014-09-10,200.07,200.07,200.07,--,--,0.00,100000.00,100000.00
2014-09-11,200.30,200.30,200.30,--,--,0.00,100000.00,100000.00
2014-09-12,199.13,199.13,199.13,--,--,0.00,100000.00,100000.00
2014-09-15,198.98,198.98,198.98,--,--,0.00,100000.00,100000.00
2014-09-16,200.48,200.48,200.48,--,--,0.00,100000.00,100000.00
2014-09-17,200.75,200.75,200.75,--,--,0.00,100000.00,100000.00
2014-09-18,201.82,201.82,201.82,--,--,0.00,100000.00,100000.00
2014-09-19,200.70,200.70,200.70,--,--,0.00,100000.00,100000.00
2014-09-22,199.15,199.15,199.15,--,--,0.00,100000.00,100000.00
2014-09-23,198.01,198.01,198.01,--,--,0.00,100000.00,100000.00
2014-09-24,199.56,199.56,199.56,--,--,0.00,100000.00,100000.00
2014-09-25,196.34,196.34,196.34,--,--,0.00,100000.00,100000.00
2014-09-26,197.90,197.90,197.90,--,--,0.00,100000.00,100000.00
2014-09-29,197.54,197.54,197.54,--,--,0.00,100000.00,100000.00
2014-09-30,197.02,197.02,197.02,--,--,0.00,100000.00,100000.00
2014-10-01,194.35,194.35,194.35,--,--,0.00,100000.00,100000.00
2014-10-02,194.38,194.38,194.38,--,--,0.00,100000.00,100000.00
2014-10-03,196.52,196.52,196.52,--,--,0.00,100000.00,100000.00
2014-10-06,196.29,196.29,196.29,--,--,0.00,100000.00,100000.00
2014-10-07,193.26,193.26,193.26,--,--,0.00,100000.00,100000.00
2014-10-08,196.64,196.64,196.64,--,--,0.00,100000.00,100000.00
2014-10-09,192.74,192.74,192.74,--,--,0.00,100000.00,100000.00
2014-10-10,190.54,190.54,190.54,--,--,0.00,100000.00,100000.00
2014-10-13,187.41,187.41,187.41,--,--,0.00,100000.00,100000.00
2014-10-14,187.70,187.70,187.70,--,--,0.00,100000.00,100000.00
2014-10-15,186.43,186.43,186.43,--,--,0.00,100000.00,100000.00
2014-10-16,186.27,186.27,186.27,--,--,0.00,100000.00,100000.00
2014-10-17,188.47,188.47,188.47,--,--,0.00,100000.00,100000.00
2014-10-20,190.30,190.30,190.30,--,--,0.00,100000.00,100000.00
2014-10-21,194.07,194.07,194.07,--,--,0.00,100000.00,100000.00
2014-10-22,192.69,192.69,192.69,--,--,0.00,100000.00,100000.00
2014-10-23,194.93,194.93,194.93,--,--,0.00,100000.00,100000.00
2014-10-24,196.43,196.43,196.43,--,--,0.00,100000.00,100000.00
2014-10-27,196.16,196.16,196.16,--,--,0.00,100000.00,100000.00
2014-10-28,198.41,198.41,198.41,--,--,0.00,100000.00,100000.00
2014-10-29,198.11,198.11,198.11,--,--,0.00,100000.00,100000.00
2014-10-30,199.38,199.38,199.38,--,--,0.00,100000.00,100000.00
2014-10-31,201.66,201.66,201.66,--,--,0.00,100000.00,100000.00
2014-11-03,201.77,201.77,201.77,--,--,0.00,100000.00,100000.00
2014-11-04,201.07,201.07,201.07,--,--,0.00,100000.00,100000.00
2014-11-05,202.34,202.34,202.34,--,--,0.00,100000.00,100000.00
2014-11-06,203.15,203.15,203.15,--,--,0.00,100000.00,100000.00
2014-11-07,203.34,203.34,203.34,--,--,0.00,100000.00,100000.00
2014-11-10,203.98,203.98,203.98,--,--,0.00,100000.00,100000.00
2014-11-11,204.18,204.18,204.18,--,--,0.00,100000.00,100000.00
2014-11-12,203.96,203.96,203.96,--,--,0.00,100000.00,100000.00
2014-11-13,204.19,204.19,204.19,--,--,0.00,100000.00,100000.00
2014-11-14,204.24,204.24,204.24,--,--,0.00,100000.00,100000.00
2014-11-17,204.37,204.37,204.37,--,--,0.00,100000.00,100000.00
2014-11-18,205.55,205.55,205.55,--,--,0.00,100000.00,100000.00
2014-11-19,205.22,205.22,205.22,--,--,0.00,100000.00,100000.00
2014-11-20,205.58,205.58,205.58,--,--,0.00,100000.00,100000.00
2014-11-21,206.68,206.68,206.68,--,--,0.00,100000.00,100000.00
2014-11-24,207.26,207.26,207.26,--,--,0.00,100000.00,100000.00
2014-11-25,207.11,207.11,207.11,--,--,0.00,100000.00,100000.00
2014-11-26,207.64,207.64,207.64,--,--,0.00,100000.00,100000.00
2014-11-28,207.20,207.20,207.20,--,--,0.00,100000.00,100000.00
2014-12-01,205.76,205.76,205.76,--,--,0.00,100000.00,100000.00
2014-12-02,207.09,207.09,207.09,--,--,0.00,100000.00,100000.00
2014-12-03,207.89,207.89,207.89,--,--,0.00,100000.00,100000.00
2014-12-04,207.66,207.66,207.66,--,--,0.00,100000.00,100000.00
2014-12-05,208.00,208.00,208.00,--,--,0.00,100000.00,100000.00
2014-12-08,206.61,206.61,206.61,--,--,0.00,100000.00,100000.00
2014-12-09,206.47,206.47,206.47,--,--,0.00,100000.00,100000.00
2014-12-10,203.16,203.16,203.16,--,--,0.00,100000.00,100000.00
2014-12-11,204.19,204.19,204.19,--,--,0.00,100000.00,100000.00
2014-12-12,200.89,200.89,200.89,--,--,0.00,100000.00,100000.00
2014-12-15,199.51,199.51,199.51,--,--,0.00,100000.00,100000.00
2014-12-16,197.91,197.91,197.91,--,--,0.00,100000.00,100000.00
2014-12-17,201.79,201.79,201.79,--,--,0.00,100000.00,100000.00
2014-12-18,206.78,206.78,206.78,--,--,0.00,100000.00,100000.00
2014-12-19,206.52,206.52,206.52,--,--,0.00,100000.00,100000.00
2014-12-22,207.47,207.47,207.47,--,--,0.00,100000.00,100000.00
2014-12-23,207.75,207.75,207.75,--,--,0.00,100000.00,100000.00
2014-12-24,207.77,207.77,207.77,--,--,0.00,100000.00,100000.00
2014-12-26,208.44,208.44,208.44,--,--,0.00,100000.00,100000.00
2014-12-29,208.72,208.72,208.72,--,--,0.00,100000.00,100000.00
2014-12-30,207.60,207.60,207.60,--,--,0.00,100000.00,100000.00
2014-12-31,205.54,205.54,205.54,--,--,0.00,100000.00,100000.00
2015-01-02,205.43,205.43,205.43,--,--,0.00,100000.00,100000.00
2015-01-05,201.72,201.72,201.72,--,--,0.00,100000.00,100000.00
2015-01-06,199.82,199.82,199.82,--,--,0.00,100000.00,100000.00
2015-01-07,202.31,202.31,202.31,--,--,0.00,100000.00,100000.00
2015-01-08,205.90,205.90,205.90,--,--,0.00,100000.00,100000.00
2015-01-09,204.25,204.25,204.25,--,--,0.00,100000.00,100000.00
2015-01-12,202.65,202.65,202.65,--,--,0.00,100000.00,100000.00
2015-01-13,202.08,202.08,202.08,--,--,0.00,100000.00,100000.00
2015-01-14,200.86,200.86,200.86,--,--,0.00,100000.00,100000.00
2015-01-15,199.02,199.02,199.02,--,--,0.00,100000.00,100000.00
2015-01-16,201.63,201.63,201.63,--,--,0.00,100000.00,100000.00
2015-01-20,202.06,202.06,202.06,--,--,0.00,100000.00,100000.00
2015-01-21,203.08,203.08,203.08,--,--,0.00,100000.00,100000.00
2015-01-22,206.10,206.10,206.10,--,--,0.00,100000.00,100000.00
2015-01-23,204.97,204.97,204.97,--,--,0.00,100000.00,100000.00
2015-01-26,205.45,205.45,205.45,--,--,0.00,100000.00,100000.00
2015-01-27,202.74,202.74,202.74,--,--,0.00,100000.00,100000.00
2015-01-28,200.14,200.14,200.14,--,--,0.00,100000.00,100000.00
2015-01-29,201.99,201.99,201.99,--,--,0.00,100000.00,100000.00
2015-01-30,199.45,199.45,199.45,--,--,0.00,100000.00,100000.00
2015-02-02,201.92,201.92,201.92,--,--,0.00,100000.00,100000.00
2015-02-03,204.84,204.84,204.84,--,--,0.00,100000.00,100000.00
2015-02-04,204.06,204.06,204.06,--,--,0.00,100000.00,100000.00
2015-02-05,206.12,206.12,206.12,--,--,0.00,100000.00,100000.00
2015-02-06,205.55,205.55,205.55,--,--,0.00,100000.00,100000.00
2015-02-09,204.63,204.63,204.63,--,--,0.00,100000.00,100000.00
2015-02-10,206.81,206.81,206.81,--,--,0.00,100000.00,100000.00
2015-02-11,206.93,206.93,206.93,--,--,0.00,100000.00,100000.00
2015-02-12,208.92,208.92,208.92,--,--,0.00,100000.00,100000.00
2015-02-13,209.78,209.78,209.78,--,--,0.00,100000.00,100000.00
2015-02-17,210.11,210.11,210.11,--,--,0.00,100000.00,100000.00
2015-02-18,210.13,210.13,210.13,--,--,0.00,100000.00,100000.00
2015-02-19,209.98,209.98,209.98,--,--,0.00,100000.00,100000.00
2015-02-20,211.24,211.24,211.24,--,--,0.00,100000.00,100000.00
2015-02-23,211.21,211.21,211.21,--,--,0.00,100000.00,100000.00
2015-02-24,211.81,211.81,211.81,--,--,0.00,100000.00,100000.00
2015-02-25,211.63,211.63,211.63,--,--,0.00,100000.00,100000.00
2015-02-26,211.38,211.38,211.38,--,--,0.00,100000.00,100000.00
2015-02-27,210.66,210.66,210.66,--,--,0.00,100000.00,100000.00
2015-03-02,211.99,211.99,211.99,--,--,0.00,100000.00,100000.00
2015-03-03,211.12,211.12,211.12,--,--,0.00,100000.00,100000.00
2015-03-04,210.23,210.23,210.23,--,--,0.00,100000.00,100000.00
2015-03-05,210.46,210.46,210.46,--,--,0.00,100000.00,100000.00
2015-03-06,207.50,207.50,207.50,--,--,0.00,100000.00,100000.00
2015-03-09,208.36,208.36,208.36,--,--,0.00,100000.00,100000.00
2015-03-10,204.98,204.98,204.98,--,--,0.00,100000.00,100000.00
2015-03-11,204.50,204.50,204.50,--,--,0.00,100000.00,100000.00
2015-03-12,207.10,207.10,207.10,--,--,0.00,100000.00,100000.00
2015-03-13,205.83,205.83,205.83,--,--,0.00,100000.00,100000.00
2015-03-16,208.58,208.58,208.58,--,--,0.00,100000.00,100000.00
2015-03-17,207.96,207.96,207.96,--,--,0.00,100000.00,100000.00
2015-03-18,210.46,210.46,210.46,--,--,0.00,100000.00,100000.00
2015-03-19,209.50,209.50,209.50,--,--,0.00,100000.00,100000.00
2015-03-20,210.41,210.41,210.41,--,--,0.00,100000.00,100000.00
2015-03-23,210.00,210.00,210.00,--,--,0.00,100000.00,100000.00
2015-03-24,208.82,208.82,208.82,--,--,0.00,100000.00,100000.00
2015-03-25,205.76,205.76,205.76,--,--,0.00,100000.00,100000.00
2015-03-26,205.27,205.27,205.27,--,--,0.00,100000.00,100000.00
2015-03-27,205.74,205.74,205.74,--,--,0.00,100000.00,100000.00
2015-03-30,208.25,208.25,208.25,--,--,0.00,100000.00,100000.00
2015-03-31,206.43,206.43,206.43,--,--,0.00,100000.00,100000.00
2015-04-01,205.70,205.70,205.70,--,--,0.00,100000.00,100000.00
2015-04-02,206.44,206.44,206.44,--,--,0.00,100000.00,100000.00
2015-04-06,207.83,207.83,207.83,--,--,0.00,100000.00,100000.00
2015-04-07,207.28,207.28,207.28,--,--,0.00,100000.00,100000.00
2015-04-08,207.98,207.98,207.98,--,--,0.00,100000.00,100000.00
2015-04-09,208.90,208.90,208.90,--,--,0.00,100000.00,100000.00
2015-04-10,210.04,210.04,210.04,--,--,0.00,100000.00,100000.00
2015-04-13,209.09,209.09,209.09,--,--,0.00,100000.00,100000.00
2015-04-14,209.49,209.49,209.49,--,--,0.00,100000.00,100000.00
2015-04-15,210.43,210.43,210.43,--,--,0.00,100000.00,100000.00
2015-04-16,210.37,210.37,210.37,--,--,0.00,100000.00,100000.00
2015-04-17,207.95,207.95,207.95,--,--,0.00,100000.00,100000.00
2015-04-20,209.85,209.85,209.85,--,--,0.00,100000.00,100000.00
2015-04-21,209.60,209.60,209.60,--,--,0.00,100000.00,100000.00
2015-04-22,210.63,210.63,210.63,--,--,0.00,100000.00,100000.00
2015-04-23,211.16,211.16,211.16,--,--,0.00,100000.00,100000.00
2015-04-24,211.65,211.65,211.65,--,--,0.00,100000.00,100000.00
2015-04-27,210.77,210.77,210.77,--,--,0.00,100000.00,100000.00
2015-04-28,211.44,211.44,211.44,--,--,0.00,100000.00,100000.00
2015-04-29,210.57,210.57,210.57,--,--,0.00,100000.00,100000.00
2015-04-30,208.46,208.46,208.46,--,--,0.00,100000.00,100000.00
2015-05-01,210.72,210.72,210.72,--,--,0.00,100000.00,100000.00
2015-05-04,211.32,211.32,211.32,--,--,0.00,100000.00,100000.00
2015-05-05,208.90,208.90,208.90,--,--,0.00,100000.00,100000.00
2015-05-06,208.04,208.04,208.04,--,--,0.00,100000.00,100000.00
2015-05-07,208.87,208.87,208.87,--,--,0.00,100000.00,100000.00
2015-05-08,211.62,211.62,211.62,--,--,0.00,100000.00,100000.00
2015-05-11,210.61,210.61,210.61,--,--,0.00,100000.00,100000.00
2015-05-12,209.98,209.98,209.98,--,--,0.00,100000.00,100000.00
2015-05-13,210.02,210.02,210.02,--,--,0.00,100000.00,100000.00
2015-05-14,212.21,212.21,212.21,--,--,0.00,100000.00,100000.00
2015-05-15,212.44,212.44,212.44,--,--,0.00,100000.00,100000.00
2015-05-18,213.10,213.10,213.10,--,--,0.00,100000.00,100000.00
2015-05-19,213.03,213.03,213.03,--,--,0.00,100000.00,100000.00
2015-05-20,212.88,212.88,212.88,--,--,0.00,100000.00,100000.00
2015-05-21,213.50,213.50,213.50,--,--,0.00,100000.00,100000.00
2015-05-22,212.99,212.99,212.99,--,--,0.00,100000.00,100000.00
2015-05-26,210.70,210.70,210.70,--,--,0.00,100000.00,100000.00
2015-05-27,212.70,212.70,212.70,--,--,0.00,100000.00,100000.00
2015-05-28,212.46,212.46,212.46,--,--,0.00,100000.00,100000.00
2015-05-29,211.14,211.14,211.14,--,--,0.00,100000.00,100000.00
2015-06-01,211.57,211.57,211.57,--,--,0.00,100000.00,100000.00
2015-06-02,211.36,211.36,211.36,--,--,0.00,100000.00,100000.00
2015-06-03,211.92,211.92,211.92,--,--,0.00,100000.00,100000.00
2015-06-04,210.13,210.13,210.13,--,--,0.00,100000.00,100000.00
2015-06-05,209.77,209.77,209.77,--,--,0.00,100000.00,100000.00
2015-06-08,208.48,208.48,208.48,--,--,0.00,100000.00,100000.00
2015-06-09,208.45,208.45,208.45,--,--,0.00,100000.00,100000.00
2015-06-10,210.95,210.95,210.95,--,--,0.00,100000.00,100000.00
2015-06-11,211.63,211.63,211.63,--,--,0.00,100000.00,100000.00
2015-06-12,210.01,210.01,210.01,--,--,0.00,100000.00,100000.00
2015-06-15,209.11,209.11,209.11,--,--,0.00,100000.00,100000.00
2015-06-16,210.25,210.25,210.25,--,--,0.00,100000.00,100000.00
2015-06-17,210.59,210.59,210.59,--,--,0.00,100000.00,100000.00
2015-06-18,212.78,212.78,212.78,--,--,0.00,100000.00,100000.00
2015-06-19,210.81,210.81,210.81,--,--,0.00,100000.00,100000.00
2015-06-22,211.89,211.89,211.89,--,--,0.00,100000.00,100000.00
2015-06-23,212.04,212.04,212.04,--,--,0.00,100000.00,100000.00
2015-06-24,210.50,210.50,210.50,--,--,0.00,100000.00,100000.00
